EIId,EIGroup,BloombergID,ReleaseName,Country,Description,ReleaseTime,Frequency,Source,Begin,QuoteUnits,Significance,DateLastDownload,StdDev,LocalTimeZone
406,406,CPMINDX Index,CN PMI Mfg,CN,"Starting May 2009, the source has fixed the first day of each month as the release date of these indices. This will be so irrespective of whether it will fall on weekend or public holiday.                                                    This is set up by the China Federation of Logistics & Purchasing and National   Bureau of Statistics and was first launched in July 2005. PMI reading above 50  points indicates that the manufacturing economy is generally expanding and that the economy is generally declining when the reading fells below 50 points. The manufacturing PMI is a composite index based on the diffusion indices for the five major components with the following weightings: new orders (30%), output (25%),employment (20%), supplier delivery times (15%), and inventories (10%).",10:00,Monthly,China Federation of Logistics,2005-01-31 12:00:00 AM,,1,2016-01-08 11:32:14 AM,"25,7901878356934",Asia/Tokyo
407,407,MPMICNSA Index,CN HSBC Services PMI,CN,,10:45,Monthly,Markit,2013-01-31 12:00:00 AM,,1,2016-01-08 11:32:17 AM,"1,1613997220993",Asia/Tokyo
408,408,CNCPIYOY Index,CN CPI YoY,CN,This YoY% change data series.  There are no index level releases to public      according to the data provider.Preceding Year=100,10:30,Monthly,National Bureau of Statistics,1990-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:20 AM,"0,295762091875076",Asia/Tokyo
409,409,CPMINMAN Index,CN PMI Non-Mfg,CN,"As of April, 2012, the Non-manufacturing data is published as seasonlly adjusted figures. Non seasonally adjusted figure, please take a look at {CPMINMAA Index DES<GO>}. Starting May 2009, the source has fixed the third day of each month as the release date of these indices. This will be so irrespective of whether it will fall on weekend or public holiday.                                 This is set up by the China Federation of Logistics & Purchasing and National Bureau of Statistics . PMI reading above 50 points indicates that the non-manufacturing sector is generally expanding and that the sector is generally declining when the reading fells below 50 points.",10:00,Monthly,China Federation of Logistics,2007-01-31 12:00:00 AM,Points,1,2016-01-08 11:32:22 AM,"1,64420926570892",Asia/Tokyo
410,408,CHEFTYOY Index,CN PPI YoY,CN,"PPI (Production Price Index) = ex-factory price index : reflects the trend and  degree of changes in general ex-factory prices of all industrial products by an industrial enterprises to all units outside the enterprise, as well as sales of consumer goods to residents.                                                    China PPI of Industrial classified by major products:                           1) Industry - Light & Heavy  2) Producer Goods  3) Consumer Goods               Producer Goods > Excavation, Raw Material, Manufacturing.                       Consumer Goods > Food, Clothing, Daily-Use Articles, Durable Consumer Goods.",10:30,Monthly,National Bureau of Statistics,1993-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:24 AM,"0,468722850084305",Asia/Tokyo
411,411,CNFRBAL$ Index,CN Trade Balance,CN,"The statistics from Customs General Administration of China capture the trade of goods.                                                                         Trade Balance = Export - Import                                                 CNFRBAL Index = CNFREXP$ - CNFRIMP$                                             History is stored independently for monthly, quarterly and yearly frequencies.  HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For example, HP W, HP M, HP Q and HP Y will derive data from HP D when only daily history is stored; HP Q and HP Y will derive data from HP M when only monthly history is stored. As another example, if both daily and monthly are stored, HP W will derive data from HP D, while HP Q and HP Y will derive data from HP M and so on.",09:00,Monthly,National Bureau of Statistics,1986-12-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:32:26 AM,"10,4363193511963",Asia/Tokyo
412,401,CNGDPQOQ Index,CN GDP Real QoQ,CN,China GDP QoQ Growth rate is Seasonally adjusted,11:00,Quarterly,National Bureau of Statistics,2011-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:27 AM,"0,931622803211212",Asia/Tokyo
413,411,CNFREXPY Index,CN Exports YoY,CN,"The statistics from Customs General Administration of China capture the trade of goods.                                                                         Data reflect the export on goods of China with other countries or regions. Total Imports and Exports refer to the real value of commodities imported into and exported from the boundary of China, including the actual imports and exports through foreign trade, imported and exported goods under the processing and assembling trades and materials, supplies and gifts as aid given gratis between governments and by the United Nations and other international organizations, and contributions donated by overseas Chinese, compatriots in Hong Kong and Macao and Chinese with foreign citizenship, leasing commodities owned by tenants at the expiration of leasing period, the imported and exported commodities processed with imported materials, commodities trading in border areas (excluding mutual exchange goods), the imported and exported commodi",09:00,Monthly,National Bureau of Statistics,1991-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:29 AM,"8,55233573913574",Asia/Tokyo
414,411,CNFRIMPY Index,CN Imports YoY,CN,"The statistics from Customs General Administration of China capture the trade of goods.                                                                         Data reflect the import on goods of China with other countries or regions. Total Imports and Exports refer to the real value of commodities imported into and exported from the boundary of China, including the actual imports and exports through foreign trade, imported and exported goods under the processing and assembling trades and materials, supplies and gifts as aid given gratis between governments and by the United Nations and other international organizations, and contributions donated by overseas Chinese, compatriots in Hong Kong and Macao and Chinese with foreign citizenship, leasing commodities owned by tenants at the expiration of leasing period, the imported and exported commodities processed with imported materials, commodities trading in border areas (excluding mutual exchange goods), the imported and exported commodi",09:00,Monthly,National Bureau of Statistics,1991-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:31 AM,"7,63594675064087",Asia/Tokyo
1601,1601,CZIPITYY Index,CZ Industrial Production YoY,CZ,Index is subject to a two-month lag. Non seasonally adjusted.                   YoY,09:00,Monthly,Czech Statistical Office,1993-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:33 AM,"3,12572121620178",Europe/Vienna
1602,1602,CZTBNAL Index,CZ Trade Balance NC,CZ,,09:00,Monthly,Czech Statistical Office,2005-01-31 12:00:00 AM,Billions,1,2016-01-08 11:32:34 AM,"4,17501544952393",Europe/Vienna
1603,1603,CZJLUNR Index,CZ Unemployment Rate,CZ,"New methodology, 15-64 years.",09:00,Monthly,Czech Statistical Office,2005-01-31 12:00:00 AM,,1,2016-01-08 11:32:36 AM,"1,22099995613098",Europe/Vienna
1604,1604,CZARANN Index,CZ Interest Rate,CZ,This is the Czech Repo Rate announcement ticker for {ECO CZ <GO>}. For the time series of the Czech Repo Rate please see {CZBRREPO index GP <GO>}.,13:00,Daily,Czech National Bank,2004-03-25 12:00:00 AM,%,2,2016-01-08 11:32:38 AM,"0,0775310471653938",Europe/Vienna
1605,1605,MPMICZMA Index,CZ PMI Mfg MoM,CZ,,09:30,Monthly,Markit,2013-01-31 12:00:00 AM,,1,2016-01-08 11:32:40 AM,"1,18815398216248",Europe/Vienna
1606,1606,CZRSXYOY Index,CZ RS YoY,CZ,,09:00,Monthly,Czech Statistical Office,2001-01-31 12:00:00 AM,%,2,2016-01-08 11:32:41 AM,"1,39060342311859",Europe/Vienna
1607,1607,CZCPMOM Index,CZ CPI MoM,CZ,"Consumer Price Index of Czech Republic, base period 2005=100",09:00,Monthly,Czech Statistical Office,1993-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:43 AM,"0,204295605421066",Europe/Vienna
1608,1607,CZCPYOY Index,CZ CPI YoY,CZ,"Consumer Price Index of Czech Republic, base period 2005=100",09:00,Monthly,Czech Statistical Office,1993-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:09:55 PM,"0,220160365104675",Europe/Vienna
1609,1609,CZGDPSAQ Index,CZ GDP Prelim QoQ,CZ,All figures are revised back to 2005 based on Eurostat methodology.,09:00,Quarterly,Czech Statistical Office,1996-06-30 12:00:00 AM,% CHANGE,2,2016-01-08 12:09:56 PM,"0,619826257228851",Europe/Vienna
1610,1609,CZGDPSAY Index,CZ GDP Prelim YoY,CZ,All figures are revised back to 2005 based on Eurostat methodology.,09:00,Quarterly,Czech Statistical Office,1997-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:09:58 PM,"2,05650806427002",Europe/Vienna
1611,1611,CZCMCZK Index,CZ Current Account MoM,CZ,Current account monthly in billion CZK                                          Index is subject to a two-month lag.,10:00,Monthly,Czech National Bank,2008-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:32:51 AM,"14,4661302566528",Europe/Vienna
1612,1612,CZGDPSAQ Index,CZ GDP Final QoQ,CZ,All figures are revised back to 2005 based on Eurostat methodology.,09:00,Quarterly,Czech Statistical Office,1996-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:53 AM,"0,619826257228851",Europe/Vienna
1613,1612,CZGDPSAY Index,CZ GDP Final YoY,CZ,All figures are revised back to 2005 based on Eurostat methodology.,09:00,Quarterly,Czech Statistical Office,1997-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:55 AM,"2,05650806427002",Europe/Vienna
1614,1614,CZGDPSAQ Index,CZ GDP Adv QoQ,CZ,All figures are revised back to 2005 based on Eurostat methodology.,09:00,Quarterly,Czech Statistical Office,1996-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:57 AM,"0,619826257228851",Europe/Vienna
1615,1614,CZGDPSAY Index,CZ GDP Adv YoY,CZ,All figures are revised back to 2005 based on Eurostat methodology.,09:00,Quarterly,Czech Statistical Office,1997-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:32:58 AM,"2,05650806427002",Europe/Vienna
601,601,ECO1GFKC Index,DE Consumer Confidence,DE,GFK German Consumer Survey. This data is seasonally adjusted and is compiled using the X-12-Arima method. Please see {ALLX GGFK <GO>} for the other GFK Surveys.                                                                                This ticker does not store any values on HP<go>. Please refer to {EC13IDCC Index CN<go>} for monthly table releases on this.,08:00,Monthly,GfK SE,2005-01-31 12:00:00 AM,,1,2016-01-08 11:33:00 AM,"1,16720962524414",Europe/Vienna
602,602,GRGDPPGQ Index,DE GDP SA Prelim QoQ,DE,"As of Q2 2011 base year has been changed to 2005=100                            Chain Linked GDP Index. Data is seasonally and working days adjusted.   This data was originally provided by the Bundesbank, it is now provided by both the Federal Statistics Office and the Bundesbank.",08:00,Quarterly,German Federal Statistical Off,1991-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:02 AM,"0,325960129499435",Europe/Vienna
603,602,GRGDPPGY Index,DE GDP WDA YoY,DE,As of Q2 2011 base year has been changed to 2005=100,08:00,Quarterly,German Federal Statistical Off,1992-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:04 AM,"0,579959094524384",Europe/Vienna
604,604,GRIFPBUS Index,DE IFO Business Climate,DE,"The Ifo Business Climate Index is based on ca. 7,000 monthly survey responses of firms in manufacturing, construction, wholesaling and retailing. The firms are asked to give their assessments of the current business situation and their expectations for the next six months.They can characterize their situation as 'good', 'satisfactory' or 'poor' and their business expectations for the next six months as 'more favorable', 'unchanged' or 'more unfavorable'. The balance value of the current business situation is thedifference of the percentages of the responses 'good' and 'poor'; the balance value of the expectations is the difference of the percentages of the responses 'more favorable' and 'more unfavorable'. The business climate is a transformed mean of the balances of the business situation and the expectations. For calculating the index values the transformed balances are all normalised to the average of the year 2005.                            ***Please note: Current month data will",10:00,Monthly,IFO Institute - Institut fuer,1991-01-31 12:00:00 AM,2005=100,2,2016-01-08 11:33:05 AM,"2,59824752807617",Europe/Vienna
605,605,GRFRIAMM Index,DE RS MoM,DE,Germany FSO retail sales.,01:00,Monthly,German Federal Statistical Off,1950-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:07 AM,"1,33897590637207",Europe/Vienna
606,605,GRFRINYY Index,DE RS YoY,DE,Germany FSO retail sales.                                                       No data available for 2006 because of a change in calculation compare the data is not recommended,01:00,Monthly,German Federal Statistical Off,1951-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:09 AM,"2,43426704406738",Europe/Vienna
607,607,GRZEWI Index,DE ZEW Economic Sentiment,DE,"The ZEW economic expectations arising out of the ZEW Financial Market Survey as the net percentage of positive and negative responses of the respondents on the question of economic growth in 6 months. Example: If 30 percent of respondents believe the economic situation will improve and 40 percent believe it will get worse, the result is a balance for economic expectations of -10. The proportion of those who do not expect a change in the economy, plays no role for the balance.",11:00,Monthly,ZEW Zentrum fuer Europaeische,1991-12-31 12:00:00 AM,Diffusion Index,2,2016-01-08 11:33:11 AM,"8,2109432220459",Europe/Vienna
608,608,MPMIDEMA Index,DE PMI Mfg Prelim,DE,,09:30,Monthly,Markit,2013-01-31 12:00:00 AM,,2,2016-01-08 11:33:13 AM,"0,351448237895966",Europe/Vienna
609,609,MPMIDESA Index,DE PMI Services Prelim,DE,,09:30,Monthly,Markit,2013-01-31 12:00:00 AM,,2,2016-01-08 11:33:14 AM,"25,2030143737793",Europe/Vienna
610,610,GRCP20MM Index,DE CPI Final MoM,DE,"In February 2013, Destatis rebased their CPI to 2010=100. This index displays the monthly inflation for this base.",08:00,Monthly,German Federal Statistical Off,1991-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:16 AM,"0,131336629390717",Europe/Vienna
611,610,GRCP20YY Index,DE CPI Final YoY,DE,"In February 2013, Destatis rebased CPI to 2010=100. This index shows yearly growth at this base.",08:00,Monthly,German Federal Statistical Off,1992-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:18 AM,"0,148277536034584",Europe/Vienna
612,613,GRGDEXQ Index,DE Exports QoQ,DE,"As of Q2 2011 base year has been changed to 2005=100                            Chain Linked GDP Index. Data is seasonally and working days adjusted.   This data was originally provided by the Bundesbank, it is now provided by both the Federal Statistics Office and the Bundesbank.",08:00,Quarterly,German Federal Statistical Off,1991-06-30 12:00:00 AM,%,1,2016-01-08 11:33:20 AM,"1,0166277885437",Europe/Vienna
613,635,GRBTEXMM Index,DE Exports MoM SA,DE,Seasonally adjusted German Trade Balance,08:00,Monthly,Deutsche Bundesbank,1990-07-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:21 AM,"1,98162078857422",Europe/Vienna
614,614,GRIORTMM Index,DE Factory Orders MoM,DE,"Pan German Total Manufacturing Orders.  Orders received by the manufacturing sector, by main group (basic & producer goods, capital goods and consumer goods) in Germany.  The figures are seasonally adjusted and published monthly by the Bundesbank.  This is the volume index.  Monthly percentage changes.  For further economic statistics type: ECST <GO>",08:00,Monthly,Deutsche Bundesbank,1990-01-31 12:00:00 AM,% CHANGE,2,2016-01-08 11:33:23 AM,"2,25097703933716",Europe/Vienna
615,614,GEIOYY Index,DE Factory Orders YoY,DE,"This is the non-seasonally adjusted, yearly % change provided by the German Economics Ministry. For seasonally adjusted yearly % change provided by the Bundesbank, see GRIORTYY index.",08:00,Monthly,Bundesministerium fur Wirtscha,1992-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:25 AM,"3,66611695289612",Europe/Vienna
616,602,GDPB95YY Index,DE GDP NSA Prelim YoY,DE,Percentage change of the NSA Chain Linked Pan German GDP Index Level,08:00,Quarterly,German Federal Statistical Off,1992-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:27 AM,"0,625684261322021",Europe/Vienna
617,604,GRIFPCA Index,DE IFO Current Assessment MoM,DE,"The Ifo Business Climate Index is based on ca. 7,000 monthly survey responses of firms in manufacturing, construction, wholesaling and retailing. The firms are asked to give their assessments of the current business situation and their expectations for the next six months.They can characterize their situation as 'good', 'satisfactory' or 'poor' and their business expectations for the next six months as 'more favorable', 'unchanged' or 'more unfavorable'. The balance value of the current business situation is thedifference of the percentages of the responses 'good' and 'poor'; the balance value of the expectations is the difference of the percentages of the responses 'more favorable' and 'more unfavorable'. The business climate is a transformed mean of the balances of the business situation and the expectations. For calculating the index values the transformed balances are all normalised to the average of the year 2005.                            ***Please note: Current month data will",10:00,Monthly,IFO Institute - Institut fuer,1991-01-31 12:00:00 AM,2005=100,1,2016-01-08 11:33:28 AM,"3,16377210617065",Europe/Vienna
618,604,GRIFPEX Index,DE IFO Expectations MoM,DE,"The Ifo Business Climate Index is based on ca. 7,000 monthly survey responses of firms in manufacturing, construction, wholesaling and retailing. The firms are asked to give their assessments of the current business situation and their expectations for the next six months.They can characterize their situation as 'good', 'satisfactory' or 'poor' and their business expectations for the next six months as 'more favorable', 'unchanged' or 'more unfavorable'. The balance value of the current business situation is thedifference of the percentages of the responses 'good' and 'poor'; the balance value of the expectations is the difference of the percentages of the responses 'more favorable' and 'more unfavorable'. The business climate is a transformed mean of the balances of the business situation and the expectations. For calculating the index values the transformed balances are all normalised to the average of the year 2005.                            ***Please note: Current month data will",10:00,Monthly,IFO Institute - Institut fuer,1991-01-31 12:00:00 AM,2005=100,1,2016-01-08 11:33:30 AM,"2,56811618804932",Europe/Vienna
619,619,GILOURS Index,DE ILO Unemployment Rate MoM,DE,,01:00,Monthly,German Federal Statistical Off,2000-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:32 AM,"3,11665081977844",Europe/Vienna
620,620,GRIMP95M Index,DE Import Price Index MoM,DE,Pan German Import Prices - Monthly % Change New base year: 2000 Source: Statistisches Bundesamt (FSO) For further economic statistics type: ECST <GO>,01:00,Monthly,German Federal Statistical Off,1962-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:34 AM,"0,406865954399109",Europe/Vienna
621,620,GRIMP95Y Index,DE Import Price Index YoY,DE,Pan German Import Prices - Annual % Change New base year: 2000 Source: Statistisches Bundesamt (FSO) For further economic statistics type: ECST <GO>,01:00,Monthly,German Federal Statistical Off,1963-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:35 AM,"0,886547029018402",Europe/Vienna
622,623,GRGDIMQ Index,DE Imports QoQ,DE,"As of Q2 2011 base year has been changed to 2005=100                            Chain Linked GDP Index. Data is seasonally and working days adjusted.   This data was originally provided by the Bundesbank, it is now provided by both the Federal Statistics Office and the Bundesbank.",08:00,Quarterly,German Federal Statistical Off,1991-06-30 12:00:00 AM,%,1,2016-01-08 11:33:37 AM,"1,22189164161682",Europe/Vienna
623,635,GRBTIMMM Index,DE Imports MoM SA,DE,Seasonally adjusted German Trade Balance,08:00,Monthly,Deutsche Bundesbank,1990-07-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:39 AM,"2,34315204620361",Europe/Vienna
624,625,GEINYY Index,DE Industrial Production YoY NSA,DE,"This is the non-seasonally adjusted, workday adjusted change provided  by the   German Economics Ministry. For seasonally adjusted yearly % change provided by  the Bundesbank, see GRIPIYOY index .",08:00,Monthly,Bundesministerium fur Wirtscha,1992-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:41 AM,"1,38893556594849",Europe/Vienna
625,625,GRIPIMOM Index,DE Industrial Production MoM SA,DE,"Pan German Industrial Production : Overall Index The figures are seasonally adjusted and published monthly by the Bundesbank. The overall index includes the following : Mining, Electricity & Gas supply, Manufacturing and also Construction indices.",08:00,Monthly,Deutsche Bundesbank,1991-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 12:25:31 PM,"1,15641403198242",Europe/Vienna
626,626,GRPFIMOM Index,DE PPI MoM,DE,Germany - Producer Prices - Pan (1991=100) Non Adjusted                         Source: Statistisches Bundesampt/Federal Statistics Office                      For further economic statistics type: ECST <GO>                                 For seasonally adjusted Bundesbank Producer Price figures -                     type: GRPP Index                                                                >>On the day of a Producer Price release the Federal Statistics Office          usually release their figures ahead of the Bundesbank<<,08:00,Monthly,German Federal Statistical Off,1976-02-29 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:45 AM,"0,35629591345787",Europe/Vienna
627,626,GRPFIYOY Index,DE PPI YoY,DE,Germany - Producer Prices - Pan (1991=100) Non Adjusted                         Source: Statistisches Bundesampt/Federal Statistics Office                      For further economic statistics type: ECST <GO>                                 For seasonally adjusted Bundesbank Producer Price figures -                     type: GRPP Index                                                                >>On the day of a Producer Price release the Federal Statistics Office          usually release their figures ahead of the Bundesbank<<,08:00,Monthly,German Federal Statistical Off,1977-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:46 AM,"0,414188146591187",Europe/Vienna
629,629,GRUECHNG Index,DE Unemployment Change MoM,DE,"Pan German unemployment change in 000's seasonally adjusted. For further economic statistics type: ECST<GO>. Due to legal changes, from January 2004, onwards, people in training and assessing programmes are (statswise) no longer considered unemployed.  The same goes for people that are training for another job.  This explains the relatively big difference in the unemployment change for January 2004.",09:55,Monthly,Deutsche Bundesbank,1991-02-28 12:00:00 AM,Thousands,1,2016-01-08 11:33:48 AM,"22,2718048095703",Europe/Vienna
630,629,GRUEPR Index,DE Unemployment Rate MoM SA,DE,"Pan Germany Unemployment rate, as a percentage of the total labour force, including both West and East Germany.  These rates are seasonally adjusted and released monthly by the Bundesbank.  West German rates are available under the index : GRUEWR.",09:55,Monthly,Deutsche Bundesbank,1991-12-31 12:00:00 AM,% RATIO,1,2016-01-08 11:33:50 AM,"0,103861033916473",Europe/Vienna
631,631,GRWPMOMI Index,DE Wholesale Price Index MoM,DE,PLEASE NOTE: WHOLESALE PRICE INDEX RE-BASED AT 1995=100 AS OF 11/16/00,08:00,Monthly,German Federal Statistical Off,1968-04-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:52 AM,"0,684307992458344",Europe/Vienna
632,631,GRWPYOYI Index,DE Wholesale Price Index YoY,DE,PLEASE NOTE: WHOLESALE PRICE INDEX RE-BASED AT 1995=100 AS OF 11/16/00,08:00,Monthly,German Federal Statistical Off,1968-04-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:53 AM,"3,22297501564026",Europe/Vienna
633,607,GRZECURR Index,DE ZEW Current Situation MoM,DE,"The ZEW economic expectations arising out of the ZEW Financial Market Survey as the net percentage of positive and negative responses of the respondents on the question of economic growth in 6 months. Example: If 30 percent of respondents believe the economic situation will improve and 40 percent believe it will get worse, the result is a balance for economic expectations of -10. The proportion of those who do not expect a change in the economy, plays no role for the balance.",11:00,Monthly,ZEW Zentrum fuer Europaeische,1991-12-31 12:00:00 AM,,1,2016-01-08 11:33:55 AM,"7,45238304138184",Europe/Vienna
635,635,GRTBALE Index,DE Trade Balance NSA,DE,* Index is subject to a two-month lag.,08:00,Monthly,German Federal Statistical Off,1971-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:33:57 AM,"2,61164045333862",Europe/Vienna
636,610,GRCP2HMM Index,DE HICP Final MoM,DE,<<For BBK figures type: GRBC Index>>,08:00,Monthly,German Federal Statistical Off,1991-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:33:59 AM,"0,0637660995125771",Europe/Vienna
637,610,GRCP2HYY Index,DE HICP Final YoY,DE,<<For BBK figures type: GRBC Index>>,08:00,Monthly,German Federal Statistical Off,1992-01-31 12:00:00 AM,%,1,2016-01-08 11:34:00 AM,"0,0650598332285881",Europe/Vienna
638,638,GRCP20MM Index,DE CPI Prelim MoM,DE,"In February 2013, Destatis rebased their CPI to 2010=100. This index displays the monthly inflation for this base.",08:00,Monthly,German Federal Statistical Off,1991-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:02 AM,"0,131336629390717",Europe/Vienna
639,638,GRCP20YY Index,DE CPI Prelim YoY,DE,"In February 2013, Destatis rebased CPI to 2010=100. This index shows yearly growth at this base.",08:00,Monthly,German Federal Statistical Off,1992-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:04 AM,"0,148277536034584",Europe/Vienna
640,638,GRCP2HMM Index,DE HICP Prelim MoM,DE,<<For BBK figures type: GRBC Index>>,08:00,Monthly,German Federal Statistical Off,1991-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:06 AM,"0,0637660995125771",Europe/Vienna
641,638,GRCP2HYY Index,DE HICP Prelim YoY,DE,<<For BBK figures type: GRBC Index>>,08:00,Monthly,German Federal Statistical Off,1992-01-31 12:00:00 AM,%,1,2016-01-08 11:34:07 AM,"0,0650598332285881",Europe/Vienna
642,642,MPMIDEMA Index,DE PMI Mfg Final,DE,,09:30,Monthly,Markit,2013-01-31 12:00:00 AM,,1,2016-01-08 11:34:09 AM,"0,351448237895966",Europe/Vienna
643,643,MPMIDESA Index,DE PMI Services Final,DE,,09:30,Monthly,Markit,2013-01-31 12:00:00 AM,,1,2016-01-08 11:34:11 AM,"25,2030143737793",Europe/Vienna
644,644,GRGDPPGQ Index,DE GDP SA Final QoQ,DE,"As of Q2 2011 base year has been changed to 2005=100                            Chain Linked GDP Index. Data is seasonally and working days adjusted.   This data was originally provided by the Bundesbank, it is now provided by both the Federal Statistics Office and the Bundesbank.",08:00,Quarterly,German Federal Statistical Off,1991-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:13 AM,"0,325960129499435",Europe/Vienna
645,644,GDPB95YY Index,DE GDP NSA Final YoY,DE,Percentage change of the NSA Chain Linked Pan German GDP Index Level,08:00,Quarterly,German Federal Statistical Off,1992-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:15 AM,"0,625684261322021",Europe/Vienna
646,646,GRCP2SAM Index,DE CPI Saxony MoM,DE,<<For BBK figures type: GRBC Index>>,09:00,Monthly,German Federal Statistical Off,1991-02-28 12:00:00 AM,% CHANGE,2,2016-01-08 11:34:18 AM,"0,333829492330551",Europe/Vienna
647,646,GRCP2SAY Index,DE CPI Saxony YoY,DE,<<For BBK figures type: GRBC Index>>,09:00,Monthly,German Federal Statistical Off,1992-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:20 AM,"0,889352083206177",Europe/Vienna
2001,2001,DNCPIMOM Index,DK CPI MoM,DK,"Figures are Non-sesonally adjusted.                                             The index shows the development of prices for goods and services bought by private households in Denmark.  The index shows the monthly changes in the costs of buying a fixed basket of goods, the composition of which is made up in accordance with the households' consumption of goods and services.  Base January 2000=100",09:00,Monthly,Denmark Statistics,1980-02-29 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:22 AM,"0,213704153895378",Europe/Vienna
2002,2001,DNCPIYOY Index,DK CPI YoY,DK,"Figures are Non-sesonally adjusted.                                             The index shows the development of prices for goods and services bought by private households in Denmark.  The index shows the monthly changes in the costs of buying a fixed basket of goods, the composition of which is made up in accordance with the households' consumption of goods and services.  Base January 2000=100",09:00,Monthly,Denmark Statistics,1981-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:24 AM,"0,383919596672058",Europe/Vienna
2003,2001,DNCPEECM Index,DK CPI EU Harmonized MoM,DK,"Figures are Non-sesonally adjusted.                                             Base year 2005=100. This index has been created to comply with E.U. definitions o f how inflation should be measured.  Index figures before January 1995 are based on 1994 prices.  According to the statistics office, although this index represents a move towards the E.U. definition, it does not yet fully comply.  This index has been compiled from the original index DNCP <Index> but excludes 17.88% of that index.  The areas that have been excluded are: financial expenses, kindergarten, health costs & house maintenance costs.  For further economic statistics type: ECST <go>",09:00,Monthly,Denmark Statistics,1994-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:26 AM,"0,231884256005287",Europe/Vienna
2004,2001,DNCPEECY Index,DK CPI EU Harmonized YoY,DK,"Figures are Non-sesonally adjusted.                                             Base year = 2005.  This index has been created to comply with E.U. definitions of how inflation should be measured.  Index figures before Jan 1995 are based on 1994 prices.  According to the statistics office, although this index represents a move towards the E.U. definition, it does not yet fully comply.  This index has been compiled from the original index (DNCP Index) but excludes 17.88% of that index.  The areas that have been excluded are: financial expenses, kindergarten, health costs & house maintenance costs.  For further economic statistics type: ECST <GO>",09:00,Monthly,Denmark Statistics,1995-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:27 AM,"0,706599533557892",Europe/Vienna
2005,2005,DECA Index,DK Current Account,DK,"Denmark balance of payments main items, by receipts (current/net) and expenditure.                                                                              The Central Bank measures payments for goods whereas the statistics bureau measures when goods leave the country.",09:00,Monthly,Denmark Statistics,2005-01-31 12:00:00 AM,BILLIONS,1,2016-01-08 11:34:29 AM,0,Europe/Vienna
2006,2006,DEGDPNQQ Index,DK GDP QoQ Prelim,DK,"Denmark Statistics revised the Real GDP data series from 1990 using 2005 chain linked prices.  As a consequence of the method used, one cannot aggregate values for the quarters of 1990.  Quarterly changes begin from the second quarter of 1991.",09:00,Quarterly,Denmark Statistics,1991-06-30 12:00:00 AM,% CHANGE,1,2016-01-08 11:34:31 AM,"0,57164204120636",Europe/Vienna
